Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A,CTD Absolute Salinity [g/kg],CTD Conservative Temperature,CTD Density [kg/m^3],CTD Sigma [kg/m^3],Calculated pCO2 [lab conditions],Calculated pH [lab conditions]
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,3.0,1.0,2018-06-12 20:52:04+00:00,810.669,1.0,801.469,59.84335,-39.20911,3.8682,1.0,3.8682,1.0,3.272221,1.0,3.27229,1.0,34.9067,34.9075,6.1146,1.0,7.27245,,,55.262,-0.6921,4.0,,,6.612,1.0,1.0,,,,,,,,,,,,,34.9101,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.074688298446965,3.80410924418158,1031.474636032362,1031.474636032362,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,4.0,1.0,2018-06-12 20:55:16+00:00,709.649,1.0,701.765,59.84331,-39.21017,4.0153,1.0,4.0154,1.0,3.281044,1.0,3.281117,1.0,34.908,34.9087,6.1,1.0,7.24653,,,55.262,-0.7393,4.0,,,6.602,1.0,1.0,,,,,,,,,,,,,34.9122,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.075870092377706,3.958296943122917,1030.9944207629806,1030.9944207629806,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,5.0,1.0,2018-06-12 20:58:40+00:00,607.952,1.0,601.344,59.84334,-39.2112,4.2349,1.0,4.2351,1.0,3.296664,1.0,3.296737,1.0,34.9132,34.9138,6.0311,1.0,7.20797,,,55.262,-0.6358,4.0,,,6.55,1.0,1.0,,,,,,,,,,,,,34.9193,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.08096078539983,4.1846507635989845,1030.504824051733,1030.504824051733,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,6.0,1.0,2018-06-12 21:01:52+00:00,507.191,1.0,501.8,59.84333,-39.21214,4.4493,1.0,4.4493,1.0,3.311456,1.0,3.311526,1.0,34.9136,34.9143,5.988,1.0,7.17092,,,55.262,-0.8416,4.0,,,6.464,1.0,1.0,,,,,,,,,,,,,34.9181,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.081346038341565,4.405854475817489,1030.0160089038504,1030.0160089038504,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,7.0,1.0,2018-06-12 21:05:16+00:00,405.945,1.0,401.728,59.8433,-39.21326,4.5567,1.0,4.5568,1.0,3.315479,1.0,3.31557,1.0,34.9006,34.9015,5.9876,1.0,7.15311,,,55.262,-0.7421,4.0,,,6.464,1.0,1.0,,,,,,,,,,,,,34.9042,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.068283869810486,4.521037106010506,1029.526895797808,1029.526895797808,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,8.0,1.0,2018-06-12 21:08:40+00:00,304.45,1.0,301.361,59.8434,-39.21434,4.63,1.0,4.63,1.0,3.31566,1.0,3.315743,1.0,34.8791,34.8801,6.0621,1.0,7.14161,,,55.262,-0.472,4.0,,,6.546,1.0,1.0,,,,,,,,,,,,,34.8833,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.04664805850511,4.602269546102223,1029.0333466835477,1029.0333466835477,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,9.0,1.0,2018-06-12 21:12:06+00:00,203.166,1.0,201.154,59.84338,-39.2155,4.7128,1.0,4.7125,1.0,3.317654,1.0,3.317723,1.0,34.869,34.8701,6.1234,1.0,7.12798,,,55.262,-0.7404,4.0,,,6.624,1.0,1.0,,,,,,,,,,,,,34.8729,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.03645151437877,4.692690278490935,1028.5479463502015,1028.5479463502015,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,10.0,1.0,2018-06-12 21:14:26+00:00,151.98,1.0,150.494,59.84332,-39.21637,4.7935,1.0,4.792,1.0,3.322539,1.0,3.322469,1.0,34.8683,34.8691,6.182,1.0,7.1143,,,55.262,-0.7211,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.03548823097651,4.776579495840636,1028.3011846656239,1028.3011846656239,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,11.0,1.0,2018-06-12 21:14:39+00:00,151.197,1.0,149.719,59.84333,-39.21646,4.7947,1.0,4.7935,1.0,3.322632,1.0,3.322613,1.0,34.8686,34.8697,6.1799,1.0,7.11408,,,55.262,-0.752,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.035939040672694,4.777982029607512,1028.2977612268878,1028.2977612268878,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,12.0,1.0,2018-06-12 21:17:03+00:00,121.659,1.0,120.478,59.84333,-39.21736,4.9233,1.0,4.9235,1.0,3.332962,1.0,3.333075,1.0,34.8695,34.8706,6.2477,1.0,7.09229,,,55.262,-1.0273,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.03675877249651,4.909309714285189,1028.146598904742,1028.146598904742,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,13.0,1.0,2018-06-12 21:17:21+00:00,121.18,1.0,120.004,59.84334,-39.21746,4.9218,1.0,4.9221,1.0,3.332771,1.0,3.332904,1.0,34.8692,34.8704,6.2509,1.0,7.09256,,,55.262,-0.7909,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.036506296421535,4.907902689135371,1028.1443567583804,1028.1443567583804,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,14.0,1.0,2018-06-12 21:19:21+00:00,101.11,1.0,100.134,59.84334,-39.21817,5.2016,1.0,5.2015,1.0,3.359293,1.0,3.35937,1.0,34.8941,34.895,6.24,1.0,7.04448,,,54.8112,-0.4138,4.0,,,6.845,1.0,1.0,10/01,10/01,,9.0,1.0,,,,,,,,34.8975,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.06132093118076,5.1882940965123225,1028.0377161391173,1028.0377161391173,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,15.0,1.0,2018-06-12 21:19:37+00:00,101.781,1.0,100.798,59.84334,-39.21825,5.206,1.0,5.2056,1.0,3.359847,1.0,3.359892,1.0,34.8955,34.8965,6.2339,1.0,7.04368,,,18.4697,1.0096,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0627796562296,5.192465687235509,1028.0414496195033,1028.0414496195033,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,16.0,1.0,2018-06-12 21:21:08+00:00,92.378,1.0,91.488,59.8433,-39.21874,5.3826,1.0,5.3735,1.0,3.376751,1.0,3.375899,1.0,34.9108,34.9105,6.2685,1.0,7.01365,,,55.262,-0.6985,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.07744720066352,5.365006192351284,1027.9885758799985,1027.9885758799985,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,17.0,1.0,2018-06-12 21:21:22+00:00,91.764,1.0,90.88,59.8433,-39.21882,5.3832,1.0,5.3809,1.0,3.37677,1.0,3.376643,1.0,34.9107,34.9116,6.2752,1.0,7.01355,,,55.262,-0.7186,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.077946001559596,5.36904335593621,1027.9856432990723,1027.9856432990723,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,18.0,1.0,2018-06-12 21:23:53+00:00,81.476,1.0,80.693,59.84336,-39.21966,5.4914,1.0,5.4912,1.0,3.387121,1.0,3.387204,1.0,34.9221,34.9234,6.271,1.0,6.99516,,,55.262,-0.7707,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.089541281426186,5.478814697973818,1027.9338146083076,1027.9338146083076,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,19.0,1.0,2018-06-12 21:26:04+00:00,60.561,1.0,59.982,59.84334,-39.22043,5.4823,1.0,5.4818,1.0,3.382862,1.0,3.382933,1.0,34.8938,34.8952,6.4567,1.0,6.99799,,,55.262,-0.7603,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0609726860612,5.471639989996208,1027.8159521468176,1027.8159521468176,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,20.0,1.0,2018-06-12 21:27:39+00:00,51.201,1.0,50.712,59.84328,-39.22098,5.5905,1.0,5.5915,1.0,3.392141,1.0,3.392353,1.0,34.8925,34.8939,6.5009,1.0,6.98027,,,55.262,-0.8069,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.059574531288625,5.581230274441935,1027.7581672520764,1027.7581672520764,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,21.0,1.0,2018-06-12 21:29:55+00:00,30.419,1.0,30.13,59.84334,-39.22181,5.7184,1.0,5.7175,1.0,3.402608,1.0,3.402636,1.0,34.8901,34.8914,6.6091,1.0,6.95947,,,55.262,-0.9925,4.0,,,7.281,1.0,1.0,10/02,10/02,,9.0,3.0,,,,,,,,34.8928,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.05669662842512,5.709781719364952,1027.6441766277828,1027.6441766277828,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,21.0,1.0,2018-06-12 21:29:55+00:00,30.419,1.0,30.13,59.84334,-39.22181,5.7184,1.0,5.7175,1.0,3.402608,1.0,3.402636,1.0,34.8901,34.8914,6.6091,1.0,6.95947,,,55.262,-0.9925,4.0,,,,,,10/03,10/03,,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05669662842512,5.709781719364952,1027.6441766277828,1027.6441766277828,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,22.0,1.0,2018-06-12 21:31:26+00:00,25.126,1.0,24.888,59.84332,-39.22239,5.7848,1.0,5.779,1.0,3.407977,1.0,3.40758,1.0,34.8852,34.8867,6.7242,1.0,6.94888,,,43.4404,-0.0119,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05183633409121,5.774165199642908,1027.6079074580823,1027.6079074580823,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,23.0,1.0,2018-06-12 21:33:03+00:00,15.223,1.0,15.079,59.84334,-39.22297,5.9485,1.0,5.9498,1.0,3.421506,1.0,3.421717,1.0,34.8747,34.8758,7.0925,1.0,6.92283,,,55.262,-0.8124,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.04118028444402,5.942218710385842,1027.5326784235679,1027.5326784235679,,
AR30-03,10,Gliders,59.8445,-39.1968333333333,2018-06-12 19:51:22+00:00,10,*0000000000000100,2800.0,D:\Data\ar30-03010.hex,*0000000000000100,24.0,1.0,2018-06-12 21:34:46+00:00,3.129,1.0,3.1,59.84334,-39.22357,6.1132,1.0,6.1115,1.0,3.435762,1.0,3.435749,1.0,34.8724,34.874,7.261,1.0,6.89643,,,55.262,-0.979,4.0,,,7.873,1.0,1.0,10/04,10/04,,9.0,1.0,,,,,,,,34.8772,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.039284069997386,6.106329825748532,1027.4545220337945,1027.4545220337945,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,1.0,1.0,2018-06-13 14:06:36+00:00,2994.623,1.0,2945.537,59.6594,-38.61354,1.498,1.0,1.4997,1.0,3.150687,1.0,3.150526,1.0,34.8916,34.8877,5.5464,1.0,7.71339,,,55.262,-1.0769,4.0,,,,,,,,,,,,,,,,,,34.8914,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.05795037408901,1.2801832692409174,1041.622985839755,1041.622985839755,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,2.0,1.0,2018-06-13 14:13:43+00:00,2743.797,1.0,2700.386,59.65911,-38.61249,2.7182,1.0,2.7202,1.0,3.25052,1.0,3.250839,1.0,34.9212,34.9229,5.1887,1.0,7.47959,,,55.262,-1.0946,4.0,,,,,,,,,,,,,,,,,,34.9274,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.090605473404146,2.4972723683738485,1040.3505589933914,1040.3505589933914,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,3.0,1.0,2018-06-13 14:19:04+00:00,2540.149,1.0,2501.141,59.6589,-38.61178,2.8997,1.0,2.9013,1.0,3.259092,1.0,3.259465,1.0,34.9257,34.9286,5.2887,1.0,7.44586,,,55.262,-1.0924,4.0,,,,,,,,,,,,,,,,,,34.9319,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.09570507226825,2.6949625912470636,1039.4240188179879,1039.4240188179879,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,4.0,1.0,2018-06-13 14:25:24+00:00,2274.297,1.0,2240.758,59.6586,-38.61088,3.0845,1.0,3.0862,1.0,3.264487,1.0,3.265422,1.0,34.9193,34.9286,4.6009,1.0,7.41237,,,55.262,-1.1302,4.0,,,,,,,,,,,,,,,,,,34.9327,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.0923307073599,2.9021593168760806,1038.210649344903,1038.210649344903,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,5.0,1.0,2018-06-13 14:34:42+00:00,1828.102,1.0,1803.027,59.65824,-38.60956,3.4162,1.0,3.4164,1.0,3.276964,1.0,3.277,1.0,34.9306,34.9309,5.95,1.0,7.35173,,,55.262,-1.0968,4.0,,,,,,,,,,,,,,,,,,34.9351,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.098860886120335,3.2694424066313217,1036.1700338754235,1036.1700338754235,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,6.0,1.0,2018-06-13 14:41:58+00:00,1519.572,1.0,1499.819,59.65794,-38.60845,3.53,1.0,3.5301,1.0,3.272786,1.0,3.272851,1.0,34.9119,34.9126,6.0791,1.0,7.33227,,,55.262,-1.0893,4.0,,,,,,,,,,,,,,,,,,34.9162,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.08008757687453,3.4096160665482698,1034.74888783181,1034.74888783181,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,7.0,1.0,2018-06-13 14:49:09+00:00,1215.897,1.0,1200.955,59.6576,-38.60724,3.4562,1.0,3.4559,1.0,3.251027,1.0,3.251055,1.0,34.8831,34.8839,6.323,1.0,7.34691,,,55.262,-0.9738,4.0,,,,,,,,,,,,,,,,,,34.8863,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.051129353012556,3.362820654797617,1033.3584091847454,1033.3584091847454,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,8.0,1.0,2018-06-13 14:54:45+00:00,1013.871,1.0,1001.894,59.6573,-38.60633,3.3574,1.0,3.3579,1.0,3.232035,1.0,3.232184,1.0,34.8646,34.8658,6.5053,1.0,7.36562,,,55.262,-1.1481,4.0,,,,,,,,,,,,,,,,,,34.8688,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.03266361521667,3.2819940933849407,1032.4343645505662,1032.4343645505662,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,9.0,1.0,2018-06-13 15:01:14+00:00,759.568,1.0,751.051,59.65696,-38.60514,3.4042,1.0,3.4041,1.0,3.225546,1.0,3.225628,1.0,34.8697,34.8708,6.5766,1.0,7.35694,,,55.262,-1.0488,4.0,,,,,,,,,,,,,,,,,,34.8739,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.037619152266984,3.3477983255011834,1031.2664873216518,1031.2664873216518,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,10.0,1.0,2018-06-13 15:07:20+00:00,512.673,1.0,507.225,59.65664,-38.60404,3.4974,1.0,3.4972,1.0,3.223685,1.0,3.223776,1.0,34.8792,34.8805,6.5655,1.0,7.33972,,,55.262,-0.8527,4.0,,,,,,,,,,,,,,,,,,34.8829,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.04708869664266,3.4586240673580364,1030.125475703191,1030.125475703191,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,11.0,1.0,2018-06-13 15:14:43+00:00,203.099,1.0,201.09,59.65618,-38.60238,3.7583,1.0,3.758,1.0,3.233305,1.0,3.233395,1.0,34.8833,34.8847,6.6688,1.0,7.29302,,,55.262,-1.0444,4.0,,,,,,,,,,,,,,,,,,34.8875,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.05097095366781,3.7405125544627587,1028.6662743982688,1028.6662743982688,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,12.0,1.0,2018-06-13 15:17:22+00:00,132.604,1.0,131.316,59.6561,-38.60225,4.076,1.0,4.0751,1.0,3.256663,1.0,3.256731,1.0,34.8618,34.8636,6.7793,1.0,7.23817,,,55.262,-0.8488,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0294091923864,4.062374724573245,1028.2877231976436,1028.2877231976436,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,13.0,1.0,2018-06-13 15:20:03+00:00,90.972,1.0,90.097,59.65612,-38.60228,4.2351,1.0,4.2349,1.0,3.268583,1.0,3.268683,1.0,34.8568,34.8582,6.8162,1.0,7.21068,,,55.262,-1.0071,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.024039902011744,4.224571143428404,1028.0727911292938,1028.0727911292938,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,14.0,1.0,2018-06-13 15:22:32+00:00,61.028,1.0,60.446,59.65614,-38.60228,4.3011,1.0,4.2999,1.0,3.273148,1.0,3.27317,1.0,34.8571,34.8586,6.8308,1.0,7.19922,,,55.262,-1.1594,4.0,,,,,,,,,,,,,,,,,,34.8619,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.024156358217965,4.292125476027943,1027.9266575415961,1027.9266575415961,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,15.0,1.0,2018-06-13 15:24:42+00:00,30.844,1.0,30.552,59.65614,-38.6023,4.7387,1.0,4.6968,1.0,3.309319,1.0,3.305874,1.0,34.8365,34.8402,6.9263,1.0,7.12514,,,55.262,-1.1473,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00406634099248,4.711281820482941,1027.7241491331665,1027.7241491331665,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,16.0,1.0,2018-06-13 15:26:40+00:00,15.808,1.0,15.659,59.65614,-38.60228,5.167,1.0,5.166,1.0,3.346349,1.0,3.346273,1.0,34.826,34.8261,7.1088,1.0,7.05346,,,55.262,-1.1961,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.99171178471742,5.160862990317835,1027.5926715153455,1027.5926715153455,,
AR30-03,11,OSNAP M4,59.6616666666667,-38.62,2018-06-13 13:11:35+00:00,11,*0000000000000100,2972.0,D:\Data\ar30-03011.hex,*0000000000000100,17.0,1.0,2018-06-13 15:28:49+00:00,5.617,1.0,5.564,59.65614,-38.6023,5.4316,1.0,5.4297,1.0,3.369328,1.0,3.369291,1.0,34.8203,34.8219,7.1251,1.0,7.00978,,,55.262,-1.1409,4.0,,,,,,,,,,,,,,,,,,34.8253,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.986898989497206,5.425644337871293,1027.510085537528,1027.510085537528,,
AR30-03,12,OSNAP CV4,59.6808333333333,-38.94,2018-06-13 17:00:29+00:00,12,*0000000000000100,2915.0,D:\Data\ar30-03012.hex,*0000000000000100,1.0,1.0,2018-06-13 17:52:57+00:00,2945.621,1.0,2897.66,59.68041,-38.94144,1.4579,1.0,1.46,1.0,3.147967,1.0,3.145421,1.0,34.9239,34.8901,4.7111,1.0,7.71951,,,55.262,-0.955,4.0,,,,,,,,,,,,,,,,,,34.8973,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.07541999511646,1.2456806908034757,1041.4253754257159,1041.4253754257159,,
AR30-03,12,OSNAP CV4,59.6808333333333,-38.94,2018-06-13 17:00:29+00:00,12,*0000000000000100,2915.0,D:\Data\ar30-03012.hex,*0000000000000100,2.0,1.0,2018-06-13 17:58:27+00:00,2741.379,1.0,2698.017,59.68038,-38.94155,2.4712,1.0,2.473,1.0,3.227011,1.0,3.227694,1.0,34.9011,34.9074,5.2613,1.0,7.52664,,,55.262,-1.1067,4.0,,,,,,,,,,,,,,,,,,34.9138,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.07272565127416,2.2559219321073836,1040.3644221963123,1040.3644221963123,,
AR30-03,12,OSNAP CV4,59.6808333333333,-38.94,2018-06-13 17:00:29+00:00,12,*0000000000000100,2915.0,D:\Data\ar30-03012.hex,*0000000000000100,3.0,1.0,2018-06-13 18:03:42+00:00,2538.078,1.0,2499.11,59.6804,-38.94155,2.8835,1.0,2.8849,1.0,3.256331,1.0,3.25786,1.0,34.9109,34.9277,4.5699,1.0,7.44961,,,55.262,-1.131,4.0,,,,,,,,,,,,,,,,,,34.9311,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.087832030051516,2.6792893812341707,1039.4112257937418,1039.4112257937418,,
