Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06T08:16:04.000Z,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,1,*0000000000000100,2018-06-06T09:26:42.000Z,148.209,*0000000000000100,146.727,62.7739,-28.65319,6.1764,*0000000000000100,6.1704,*0000000000000100,3.455169,*0000000000000100,3.454611,*0000000000000100,34.9512,34.9511,6.2855,*0000000000000100,6.88271,-9999999,-9999999,19.0368,0.8578,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06T08:16:04.000Z,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,2,*0000000000000100,2018-06-06T09:31:25.000Z,105.773,*0000000000000100,104.726,62.77408,-28.65296,6.4277,*0000000000000100,6.4273,*0000000000000100,3.476623,*0000000000000100,3.476591,*0000000000000100,34.9553,34.9554,6.3981,*0000000000000100,6.84254,-9999999,-9999999,19.1611,0.8311,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06T08:16:04.000Z,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,3,*0000000000000100,2018-06-06T09:36:05.000Z,40.563,*0000000000000100,40.167,62.77418,-28.6528,6.7659,*0000000000000100,6.7668,*0000000000000100,3.505544,*0000000000000100,3.505613,*0000000000000100,34.9647,34.9645,6.6604,*0000000000000100,6.78899,-9999999,-9999999,21.4223,0.4769,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06T08:16:04.000Z,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,4,*0000000000000100,2018-06-06T09:38:14.000Z,23.395,*0000000000000100,23.168,62.7742,-28.65278,7.1446,*0000000000000100,7.1685,*0000000000000100,3.540467,*0000000000000100,3.542229,*0000000000000100,34.9734,34.9686,7.0707,*0000000000000100,6.72998,-9999999,-9999999,26.6674,0.1282,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06T08:16:04.000Z,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,5,*0000000000000100,2018-06-06T09:39:31.000Z,15.493,*0000000000000100,15.343,62.77426,-28.65268,7.3552,*0000000000000100,7.3551,*0000000000000100,3.558928,*0000000000000100,3.558911,*0000000000000100,34.9664,34.9663,7.0591,*0000000000000100,6.69807,-9999999,-9999999,28.1697,0.1376,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06T08:16:04.000Z,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,6,*0000000000000100,2018-06-06T09:41:34.000Z,2.739,*0000000000000100,2.713,62.77432,-28.65258,7.3695,*0000000000000100,7.3698,*0000000000000100,3.559666,*0000000000000100,3.559626,*0000000000000100,34.9664,34.9657,7.0726,*0000000000000100,6.69589,-9999999,-9999999,22.2056,0.3952,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,1,Release Test,62.7715,-28.6566666666667,2018-06-06T08:16:04.000Z,1,*0000000000000100,1858,D:\Data\ar30-03001.hex,*0000000000000100,7,*0000000000000100,2018-06-06T09:41:42.000Z,2.972,*0000000000000100,2.943,62.77432,-28.65257,7.371,*0000000000000100,7.3712,*0000000000000100,3.559819,*0000000000000100,3.559834,*0000000000000100,34.9665,34.9664,7.0735,*0000000000000100,6.69567,-9999999,-9999999,22.1383,0.3963,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,2,Release Test,62.4925,-29.7985,2018-06-06T13:17:00.000Z,2,*0000000100000000,1956,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06T14:12:41.000Z,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,1,*0000000000000100,2018-06-06T14:24:52.000Z,155.36,*0000000000000100,153.807,62.5042,-29.79834,6.5441,*0000000000000100,6.5448,*0000000000000100,3.491486,*0000000000000100,3.491553,*0000000000000100,34.9768,34.9768,6.2735,*0000000000000100,6.8232,-9999999,-9999999,16.6596,1.5555,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
AR30-03,02b,Release Test,62.5021666666667,-29.7983333333333,2018-06-06T14:12:41.000Z,02b,*0000000000000010,1956,D:\Data\ar30-03002b.hex,*0000000000000100,2,*0000000000000100,2018-06-06T14:27:57.000Z,99.927,*0000000000000100,98.942,62.50471,-29.79834,6.6319,*0000000000000100,6.6321,*0000000000000100,3.49632,*0000000000000100,3.496352,*0000000000000100,34.9689,34.969,6.4129,*0000000000000100,6.80975,-9999999,-9999999,17.7897,1.1718,*0000000000010000,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999,-9999999
